"","county_no","USPS","county_fips","NAME","latP","lonP","freq","nS_past","nS_future","isWeibull_past","uS_past","scale_past","isWeibull_future","uS_future","scale_future","NTC_1","NTC_2","lambda_past","lambda_future","shp_past","shp_future"
"24",24,"AL","01047","Dallas County",32.333526,-87.11436,0.54405504675476,809,972,1,31.9356504203308,4.5247045293932,0,28.0498771124793,4.834903280012,23.7915040787789,3.49150713597221,0.0282801115982463,0.0649283800653829,-0.236993239200051,0.0998301595218055
"25",25,"AL","01049","DeKalb County",34.460915,-85.804021,0.223547370696263,332,396,1,26.8274325406802,3.10155071634318,0,17.0130208269851,2.74684020269072,23.9324954198809,3.48869924500026,0.0148133917895576,0.0474191392386012,-0.133131182574629,0.0957288720359701
"26",26,"AL","01051","Elmore County",32.597229,-86.142735,0.547421724024282,813,978,0,30.898345110709,2.66706335286914,0,30.7549790756329,3.02004384901018,23.7439114403618,3.49726365553538,0.0363601434834595,0.0263075879643571,0.0732992267307935,0.08982529798844
"27",27,"AL","01053","Escambia County",31.122287,-87.16841,0.610715256691296,907,1086,0,36.8219230065663,5.22713747055441,0,29.232936083666,6.02671839423681,23.7326801162948,3.48151181159199,0.0309734555599841,0.0922258767010797,0.0101483544185268,0.0247752477202363
"28",28,"AL","01055","Etowah County",34.047641,-86.034263,0.329934372413159,490,588,1,25.2391032133981,4.25432290308468,0,20.4925500387696,2.52755982515879,23.9078079240776,3.49144307161305,0.0363601434834595,0.0460112560168011,-0.073760468310736,0.0990534769278844
"29",29,"AL","01057","Fayette County",33.716157,-87.764292,0.373701176916945,555,666,0,27.8931013757032,2.92044206485542,1,28.9492450839151,3.21905396344848,23.9935547017525,3.4883929164689,0.0228934236747708,0.0129055961998344,0.0760171797540759,-0.0709149731081311
"30",30,"AL","01059","Franklin County",34.441989,-87.842814,0.229607389781402,343,408,1,22.4230966730577,4.36605729139177,1,19.0679899527721,2.88233801335225,24.0942985636743,3.49210244535523,0.0276067756078119,0.0247615812509355,-0.188280330912358,-0.0995516073790388
"31",31,"AL","01061","Geneva County",31.092382,-85.821022,0.637648674847472,947,1134,0,30.1210672990698,6.04094087660698,1,41.6171159240023,4.6695033365238,23.6361984715412,3.49090897268803,0.0774336388999601,0.0123706092122085,0.0887332255890998,-0.238753636650223
"32",32,"AL","01063","Greene County",32.844497,-87.9642,0.48143484954165,716,858,0,27.7319028669815,4.45957785783097,0,34.7219677449528,3.3505575300913,23.8882748759406,3.48682889028225,0.0505001992825827,0.0123444833215808,0.095261967216235,0.00433577086435545
"33",33,"AL","01065","Hale County",32.752796,-87.623061,0.489514874988503,728,870,0,28.2403708486635,3.9677503466599,0,26.0379167566017,4.86185106146386,23.8629119171008,3.48893699263104,0.0498268632921483,0.069207275429409,0.0962632615461903,0.0944793623692598
"34",34,"AL","01067","Henry County",31.516978,-85.239971,0.643035358478707,955,1146,0,26.2690788523832,4.90147419757697,0,28.7746276230408,3.75522152799967,23.5977959252603,3.4976258437602,0.118507134316461,0.076872464320753,0.094801282210558,0.0939101284496386
"35",35,"AL","01069","Houston County",31.158183,-85.296411,0.642362023024803,955,1146,0,30.6245224544786,5.27112625568531,0,33.224485499114,5.11742712533356,23.5939844247777,3.49429285145382,0.0700269430051813,0.0482051779931353,0.0838370814431217,0.0871791858816036
"36",37,"AL","01073","Jefferson County",33.553444,-86.896536,0.40804128506607,606,726,1,30.8591165698505,3.2210791087143,0,22.9199285743464,3.54856432701052,23.923125949992,3.4910536285001,0.0181800717417298,0.0663207598316753,-0.0138057515513163,0.0720673388664831
"37",38,"AL","01075","Lamar County",33.787085,-88.087431,0.350134436030291,521,624,1,25.854240204301,3.52314605191599,0,26.6120412435658,3.03022777490035,24.0140101639733,3.48795624532727,0.0343401355121562,0.0157111605911028,-0.0449212091634301,0.0677311417663048
"38",40,"AL","01079","Lawrence County",34.529776,-87.321865,0.21546734524941,321,384,1,24.4560941784046,4.51844043969628,0,16.4085814064711,2.80345937101856,24.0827519827734,3.49043105936705,0.0175067357512953,0.0420834658690254,-0.401925151162557,0.0980004639631384
"39",41,"AL","01081","Lee County",32.604064,-85.353048,0.577048483996076,859,1026,1,35.4648089878641,3.34486436734036,0,25.2691492112737,3.92671778216955,23.6611151238489,3.50178368570523,0.0148133917895576,0.0838013880267205,-0.0477531526622146,0.0800446255503666
"40",43,"AL","01085","Lowndes County",32.147888,-86.650586,0.558868426740657,832,996,1,36.7493644304728,3.93375413422163,0,28.9005089854484,3.99859930367041,23.7452931516403,3.49382637131331,0.0141400557991232,0.0527446105558451,-0.504444500110058,0.0391134798330886
"41",44,"AL","01087","Macon County",32.387027,-85.692887,0.582435167627311,866,1038,0,32.0173941334283,3.4326976306662,0,30.8243684338597,3.88121994092665,23.6814987552161,3.49930019143489,0.0323201275408529,0.0387167885995033,0.0756516232128066,0.0585369143820271
"42",46,"AL","01091","Marengo County",32.247591,-87.791091,0.535975021307907,798,954,0,31.4125132804787,3.48871390801207,1,32.2920096101201,4.36799447519551,23.8192927879367,3.48596600623145,0.0323201275408529,0.0275291153501965,0.0230971472267525,-0.0799420176196253
"43",47,"AL","01093","Marion County",34.138219,-87.881551,0.295594264264034,442,528,0,26.2798627173494,2.76238160764734,0,22.5323382318047,2.72355338160331,24.0550629620971,3.48975534947744,0.0141400557991232,0.0212738296250631,0.0780628519549214,0.0930491942787329
"44",48,"AL","01095","Marshall County",34.309564,-86.321668,0.281454219732042,419,504,1,22.8699397654548,3.56182418796175,0,16.8912277536308,3.47704400909633,23.9746611598309,3.48875605847984,0.0430935033878039,0.0686882321965101,-0.0024865012208181,0.0976571593146423
"45",49,"AL","01097","Mobile County",30.684572,-88.196568,0.60061522488273,893,1068,0,27.0791376765053,6.68978697710197,0,27.459345234443,7.81527464727315,23.7444796263346,3.46602376472865,0.122547150259067,0.131595470620373,0.0507114182677312,0.0851341027075451
"46",50,"AL","01099","Monroe County",31.580332,-87.383266,0.590515193074164,879,1050,0,33.9660082637235,4.83445007233249,0,25.7293561678821,5.03627822977941,23.7577651483627,3.48386150573773,0.037033479473894,0.122602201990636,0.00688035356672872,0.0868121715582148
"47",51,"AL","01101","Montgomery County",32.202881,-86.204461,0.573008471272649,852,1020,0,33.2805971588088,3.6347091024187,0,26.7105479309526,3.39396744311685,23.7150499988736,3.49637799433765,0.0309734555599841,0.0758393564919683,0.0297718155007923,0.0985490732846486
"48",52,"AL","01103","Morgan County",34.454484,-86.846402,0.239034086136064,356,426,1,26.0311952418153,3.87008940504969,0,15.838364581944,2.95652405830329,24.040955417575,3.488601921377,0.0148133917895576,0.0583557393383818,-0.360572754679696,0.0941914065233813
"49",53,"AL","01105","Perry County",32.639005,-87.293827,0.518468299506392,770,924,1,31.1269349244407,4.83200501226294,0,28.0923710792657,3.71380343430338,23.8331917957044,3.49089588869928,0.0323201275408529,0.0476945946515621,-0.261985966276369,0.0248428646990422
"50",54,"AL","01107","Pickens County",33.2968,-88.096864,0.414774639605114,617,738,1,31.3982702880233,5.83876568632679,0,27.9379260435886,3.53130653802148,23.9488926955621,3.48674188584884,0.0188534077321642,0.0247291113043699,-0.471701159388479,0.0924890797114709
"51",55,"AL","01109","Pike County",31.798653,-85.941608,0.603308566698347,896,1074,1,34.7178964811389,4.28350613530825,0,36.8030882816655,2.66014210776287,23.6675842536216,3.49575678029852,0.0235667596652053,0.0117965362203587,-0.0807796188853173,0.0695934590147854
"52",56,"AL","01111","Randolph County",33.296461,-85.464064,0.502308248612687,746,894,1,31.919711550253,2.99840218946537,0,28.1373733020238,2.82015694345379,23.7391202279247,3.50004161446959,0.0175067357512953,0.0191034456966794,-0.308925689598663,0.076749866470072
"53",57,"AL","01113","Russell County",32.289811,-85.18698,0.601288560336634,893,1074,1,35.6390698434886,3.79349934613754,0,27.6137470460782,3.37329718188933,23.6244153125501,3.50255207651103,0.0161600637704265,0.0638239253988606,-0.178218232204907,0.0941672275429624
"54",58,"AL","01115","St. Clair County",33.719491,-86.311327,0.381107866909894,567,678,0,30.0202272374352,2.99878111804625,1,26.7823633377685,3.21848111186731,23.8946410174658,3.49250875360135,0.0195267437225986,0.0168631799517652,0.0854334214465069,-0.13856781568383
"55",59,"AL","01117","Shelby County",33.263043,-86.678089,0.447094741392525,665,798,0,28.8844833566894,4.24295229053396,0,26.1705780411451,3.19637402525023,23.8674723847978,3.49307256541289,0.0363601434834595,0.0414599133622141,0.0561387867367345,0.0923932982643518
"56",60,"AL","01119","Sumter County",32.597481,-88.200057,0.488841539534598,727,870,0,30.9843935197914,3.25188553358231,1,30.4633446760581,4.63699410446252,23.8697112236173,3.48429343389398,0.0343401355121562,0.0337132096230758,0.073205916378004,-0.171791711160194
"57",61,"AL","01121","Talladega County",33.369314,-86.17593,0.452481425023761,672,804,1,29.7532181809027,3.45505800143009,0,29.3293303482873,2.65025675332851,23.835172908192,3.49508053776842,0.0235667596652053,0.0168836352620806,-0.0948245715831242,0.0687009330501443
"58",62,"AL","01123","Tallapoosa County",32.863308,-85.799618,0.527894995861054,784,942,1,32.6732421103257,3.2743441714173,0,24.9146381151586,3.54349073681378,23.7353335434251,3.49892209618826,0.0141400557991232,0.0750933433602773,-0.154161857054741,0.0761003015631097
"59",63,"AL","01125","Tuscaloosa County",33.29022,-87.522783,0.434974703222246,647,774,1,33.3911642007444,5.7122506372341,1,30.043019388662,3.05707845597549,23.9253209156939,3.48929127376025,0.0148133917895576,0.0118016392347121,-0.552829140713709,-0.227812423917289
"60",64,"AL","01127","Walker County",33.791558,-87.301094,0.373027841463041,554,666,1,28.6532025469575,4.50439531701775,0,27.4931863328122,2.50521519671502,23.9817200750581,3.48931531931531,0.0195267437225986,0.0128823428733483,-0.351488920212326,0.0846650717635546
"61",65,"AL","01129","Washington County",31.408503,-88.212404,0.580415161265598,864,1032,0,30.8434668456416,4.77751561751963,1,37.2570063702934,5.87595074377894,23.7881943964781,3.47038460553348,0.0565602231964926,0.0247463828446573,0.00173529501171649,-0.138805628868974
"62",66,"AL","01131","Wilcox County",31.990082,-87.304935,0.570315129457032,848,1014,0,30.9015955118483,4.13616726004216,0,27.9542329664919,4.38192886612625,23.7746220973662,3.48850093171044,0.0410734954165006,0.073117324289363,0.0320812285783957,0.0875133006043419
"63",67,"AL","01133","Winston County",34.154566,-87.365346,0.31175431515774,464,558,1,27.0473428737114,3.60804749542786,0,18.9262610857706,2.95088840436532,24.0355202472331,3.48924801147256,0.0168333997608609,0.05475254997394,-0.108204004652605,0.0947565792938032
"64",114,"AR","05003","Ashley County",33.190835,-91.772267,0.329934372413159,490,588,0,20.0218885058274,4.02439500105407,1,24.3187717140464,2.64819408187011,23.9483099137277,3.45160462254907,0.0713736149860502,0.0162722734693565,0.0643453774960243,-0.132853666180916
"65",118,"AR","05011","Bradley County",33.466549,-92.169156,0.272700858831284,406,486,0,19.6208318125749,3.87299724050503,0,19.0480326588253,2.45301584260055,23.9719932651383,3.45600397015654,0.0464601833399761,0.039277901477757,0.0979791957026451,0.0871121656333187
"66",119,"AR","05013","Calhoun County",33.56046,-92.513879,0.23836075068216,354,426,0,18.7652242748415,3.3496234996172,1,20.7186219519546,2.2301584747807,23.9895768570886,3.45681387992772,0.0491535273017138,0.019024097472285,0.0912478539794362,-0.0906390913182736
"67",121,"AR","05017","Chicot County",33.267139,-91.297158,0.317140998788975,471,564,0,23.056938049735,3.29871789510676,1,26.3202352950391,2.21363695276666,23.9578202266797,3.46003438279928,0.0350134715025907,0.0123707481797118,0.089939379719818,-0.06180157795961
"68",125,"AR","05025","Cleveland County",33.893201,-92.188714,0.117833704433271,175,210,0,16.3358878948055,4.3121728145299,0,17.9806109752063,2.08873291556528,24.0056430990059,3.47097484716338,0.0323201275408529,0.0129055961998344,0.099294038139654,0.0937291249116888
"69",126,"AR","05027","Columbia County",33.223038,-93.232843,0.294247593356225,437,522,0,23.411704251032,3.47598149461277,0,22.8552421735776,2.73841543978091,24.0063470826638,3.43946272276189,0.0336667995217218,0.0253661718410539,0.0834041425040239,0.0903075761134146
"70",133,"AR","05041","Desha County",33.828752,-91.244103,0.19257393981666,287,342,0,18.9921782488991,4.93344664486442,0,19.0274696999635,1.59367927260455,24.0043526590821,3.47557947853398,0.0329934635312874,0.0157662874703698,0.0929142045881705,0.0779131344341026
"71",134,"AR","05043","Drew County",33.587242,-91.722778,0.250480788852439,372,444,0,19.7470595437926,4.10240314918044,0,21.8162574180631,2.2541928699706,23.977078703576,3.46393375019221,0.037033479473894,0.0157960857834871,0.086936760763439,0.097707888076041
"72",141,"AR","05057","Hempstead County",33.735953,-93.664355,0.159580502575344,238,282,0,16.0278145014938,4.01368451481949,0,18.0512028301418,2.1758680559691,24.093420728047,3.46063761215456,0.041746831406935,0.0226355322801907,0.0953236523363541,0.0920626417120344
"73",149,"AR","05073","Lafayette County",33.240629,-93.611514,0.27808754246252,414,498,0,21.46853701151,3.39328627632943,0,25.1723800215033,2.20110418501616,24.0410182814591,3.43849661871898,0.0491535273017138,0.0122849918356936,0.0881476193482112,0.0123331849660689
"74",152,"AR","05079","Lincoln County",33.956385,-91.742355,0.111773685348131,167,198,0,16.7560912468202,4.92528067783554,1,13.5013354448884,4.2697418122648,24.0073237323997,3.47579234830187,0.0255867676365086,0.033870813741858,0.0897975676394219,-0.230650607345023
"75",153,"AR","05081","Little River County",33.701941,-94.236287,0.147460464405065,220,264,0,18.4527803408814,3.14787249676865,1,19.0218309933677,2.52598813832032,24.1657904697064,3.45925393759485,0.0222200876843364,0.0139640591292675,0.0981774351443674,-0.398750675198207
"76",158,"AR","05091","Miller County",33.305505,-93.901502,0.262600827022718,390,468,0,21.0694154411126,3.44778063005662,1,20.2269190543112,3.13388669201831,24.0788215546751,3.44059830576649,0.0404001594260662,0.0347889984517276,0.0991301458369595,-0.122622960609711
"77",162,"AR","05099","Nevada County",33.666699,-93.305072,0.187860591639329,279,336,0,15.9645001381782,4.07263715926789,0,17.5257561004012,1.88286916241666,24.0498653922552,3.45793835351561,0.0565602231964926,0.027955445184424,0.0760966264143516,0.0890443524136224
"78",164,"AR","05103","Ouachita County",33.591168,-92.878413,0.220180693426741,328,390,0,16.5644901305753,3.81661146748378,0,19.3633714033608,2.13669263428872,24.0107746075311,3.45609994779654,0.0639669190912714,0.0186306740591857,0.0916264193324765,0.097704633133463
"79",182,"AR","05139","Union County",33.168219,-92.598145,0.319834340604593,478,570,0,23.9633094185222,3.66172009612252,0,21.1909495872557,2.65364680246022,23.9641780729346,3.44183704795141,0.0329934635312874,0.0336667726952203,0.0997811406051821,0.0895476064981169
"80",310,"CT","09001","Fairfield County",41.227413,-73.367061,0.261254156114909,388,468,1,33.361791937792,3.44785667036965,1,25.5914346752772,6.04841802844015,22.2880379570442,4.17931337719988,0.0148133917895576,0.0374017702130319,-0.250055736186295,-0.173048151044259
"81",313,"CT","09007","Middlesex County",41.433003,-72.52278,0.264620833384431,394,474,1,32.83841047287,2.71652684529744,1,32.1298974635964,6.01355954880646,21.9318660806353,4.21285786701767,0.015486727779992,0.0167481540116729,-0.119571767942151,-0.0357263140222374
"82",314,"CT","09009","New Haven County",41.349718,-72.900203,0.257887478845387,384,462,1,32.7897072436008,3.93558633471336,0,26.8649917853104,4.34546926002398,22.0925709511899,4.19780696079431,0.0141400557991232,0.032933682363372,-0.34191709602527,0.0702665696498694
"83",315,"CT","09011","New London County",41.472652,-72.108634,0.267987510653953,398,480,0,32.132466251297,3.65904327568613,0,27.8498108974636,4.20799733582015,21.7471874265227,4.23258974877855,0.0175067357512953,0.0323818242040194,0.0961827280458564,0.0955622542905982
"84",316,"CT","09013","Tolland County",41.858081,-72.340978,0.26596750429224,396,474,1,29.3488884164776,4.42969486546265,0,28.9255384477696,3.66789345644019,21.9192731656293,4.18951581383175,0.0289534475886808,0.0235667408866542,-0.11923775898385,0.0977078958332602
"85",317,"CT","09015","Windham County",41.824999,-71.990702,0.263947497930527,394,468,1,33.8891092295247,3.92339047588572,0,30.6322897322255,4.54535216419024,21.7552031663344,4.21067906271879,0.0141400557991232,0.0225596152077374,-0.431019786056598,0.0871866868588747
"86",318,"DE","10001","Kent County",39.097088,-75.502982,0.333974385136585,497,594,0,30.0691173902941,2.93134684695698,0,24.0281659753451,5.10080954305019,23.0367753867962,4.11101773599506,0.0242400956556397,0.0528511653246448,0.0915622796387929,0.097624980015111
"87",319,"DE","10003","New Castle County",39.575915,-75.644132,0.307040966980409,457,546,1,30.962479236679,5.47669751994841,0,28.4196141117927,4.88298428126231,23.1551627701364,4.10280204231407,0.0195267437225986,0.0196821132679749,-0.798784407549034,0.00634684445935326
"88",320,"DE","10005","Sussex County",38.673227,-75.337024,0.353501113299813,525,630,0,30.529745916983,2.44482522863893,0,31.7591567191473,4.36981679995961,22.9596055180023,4.12826103985114,0.0208734157034675,0.0168333863476101,0.0935378435251273,0.0966894291319741
"89",321,"DC","11001","District of Columbia",38.904247,-77.016517,0.347441094214673,516,618,1,30.6050703419881,4.17328947782655,1,22.685618354847,4.60576254896889,23.6087142584518,3.98809787270628,0.0175067357512953,0.0455383958436708,-0.16963079853531,-0.0738632932275429
"90",322,"FL","12001","Alachua County",29.67574,-82.357221,0.801942525600147,1192,1428,0,27.4077683535707,5.05411661324808,1,48.5770387190377,9.5216359869806,23.450706430587,3.53628399179415,0.135340534077322,0.0117932724352963,0.0571397350243192,-0.506010269476445
"91",323,"FL","12003","Baker County",30.324442,-82.302284,0.771642430174449,1147,1374,0,26.9307990172897,6.05765810328696,0,31.6341430732093,6.08777716354658,23.463010147502,3.54810315865292,0.129953846153846,0.0836788370422073,0.0241023107466086,0.0487323358502297
"92",324,"FL","12005","Bay County",30.15914,-85.534395,0.692862182067633,1032,1236,1,29.8860546100793,6.68971653377662,0,26.4922762457404,8.13869869035994,23.6004554464262,3.48811606532931,0.0855136707851734,0.150232253069681,-0.00253848240283257,0.073832185530784
"93",325,"FL","12007","Bradford County",29.952386,-82.166698,0.797902512876721,1185,1422,0,25.1495631142684,6.03815278279176,0,29.189378352348,6.25900602780634,23.4546521296135,3.54630979412058,0.180454045436429,0.126250397607076,0.0895366217293945,0.0801012722645276
"94",326,"FL","12009","Brevard County",28.298311,-80.700333,0.821469253763375,1220,1464,0,28.4446927203987,6.55080105055664,1,48.6302355246569,18.7207813457672,23.4007024129425,3.56517113097543,0.149480589876445,0.0123444833215808,0.0940317838359549,-0.528273523798807
"95",327,"FL","12011","Broward County",26.193535,-80.476683,0.870622741898397,1294,1554,0,29.265440060386,6.7275942241409,0,25.1968926816972,9.38214657502047,23.2742309466833,3.5254842659464,0.145440573933838,0.261074773310587,0.0621960261725016,0.0986085508717369
"96",328,"FL","12013","Calhoun County",30.388801,-85.197915,0.686802162982494,1020,1224,0,34.8909032675647,5.66812430181081,0,32.6647610407378,7.91285268502225,23.5771393500495,3.49097001019713,0.0430935033878039,0.0712613355382163,0.0846087990982075,0.0401507283187017
"97",329,"FL","12015","Charlotte County",26.906396,-82.003657,0.911022869132661,1353,1626,0,31.1786232597419,6.74824876762861,0,24.66110233803,8.42544450500736,23.3395922462485,3.50265384941475,0.111100438421682,0.245964968972471,0.0708490701176378,0.0342810475292408
"98",330,"FL","12017","Citrus County",28.850292,-82.595552,0.818775911947757,1218,1458,0,27.3699229326169,6.05433260006703,0,24.2520760958321,7.67923604688442,23.437219437037,3.51926898624686,0.153520605819051,0.225191454520611,0.0501991225486259,0.0978763195312491
"99",331,"FL","12019","Clay County",29.986584,-81.865036,0.797902512876721,1187,1422,0,28.0808848846176,5.12460722457023,0,29.4731434402572,6.13637349449463,23.4548685591378,3.55699956610786,0.121873814268633,0.129055961998344,0.0949995323821076,0.0598239225378885
"100",332,"FL","12021","Collier County",26.118786,-81.400955,0.92314290730294,1371,1644,0,26.8680298181528,7.6549515445887,0,27.4442571235195,8.7054676131242,23.2780530643128,3.49838850040018,0.198634117178159,0.190356110447504,0.00293968817224368,0.0975657185004937
"101",333,"FL","12023","Columbia County",30.221651,-82.623371,0.765582411089309,1139,1362,0,25.9365792430005,5.43065219872868,0,29.7964816537278,5.64645591893348,23.4643240784385,3.53652861221469,0.15486727779992,0.112420324682718,0.0491029669662832,0.0575078075761192
"102",334,"FL","12027","DeSoto County",27.190581,-81.806253,0.886109457338198,1316,1578,0,24.4459151973367,6.80225776824619,1,31.3220082679659,7.95930248900414,23.3482933464082,3.51050326798776,0.237014268632921,0.113992534752633,0.0996832607855999,-0.00671606904243674
"103",335,"FL","12029","Dixie County",29.552675,-83.236232,0.778375784713493,1156,1386,1,39.1294975330852,5.75840964349739,0,27.8797809546574,7.78794242608653,23.469888005212,3.51370875223721,0.0276067756078119,0.158370830655992,-0.156303893951309,0.0612753626446633
"104",336,"FL","12031","Duval County",30.335245,-81.648113,0.779722455621302,1158,1392,0,24.7571774702203,6.03248618475227,0,29.0720195781526,7.16383738034509,23.4642671751318,3.57177566904344,0.199307453168593,0.12827330627678,0.0939331434126476,0.0594884597317638
"105",337,"FL","12033","Escambia County",30.529998,-87.320322,0.614755269414722,915,1098,0,38.8038263035598,4.22150507012958,0,26.7605000999185,7.74550411118011,23.7179728862109,3.47741271731764,0.0242400956556397,0.11589648521753,0.0483224718979004,0.0898677044602662
"106",338,"FL","12035","Flagler County",29.474891,-81.286253,0.811369221954809,1205,1446,0,28.7467359862187,5.46971033558151,0,25.9874443749237,6.79599368137613,23.4439741917869,3.56812613701461,0.114467118373854,0.172261653623877,0.0989535023216998,0.0740547755389051
